Date,Value
2012-12-31,2.1794109499
2011-12-31,2.4018096438
2010-12-31,2.5683850696
2009-12-31,2.6804998409
2008-12-31,2.84361828
2007-12-31,2.996489422
2006-12-31,3.2185093131
2005-12-31,2.874149956
2004-12-31,2.979509619
2003-12-31,2.98437022
2002-12-31,3.2531235269
2001-12-31,2.528267523
1999-12-31,2.5080176306
1998-12-31,2.2180115529
1997-12-31,2.1706954533
1995-12-31,2.3836303976
1990-12-31,1.3042473543
