Date,Value
2011-12-31,804.865044
2010-12-31,848.5062815
2008-12-31,930.0402755
2005-12-31,1035.15368
2002-12-31,1117.40508
1999-12-31,1172.55996
1996-12-31,1167.995715
1993-12-31,1157.8173
1990-12-31,1124.741298
1987-12-31,1080.349281
1984-12-31,1036.5139525
1981-12-31,993.7856115
